id,room_id,partner_id,snapshot_date,risk_score,confidence_score,risk_class,primary_issue,signals_json,features_json,calculated_at,created_at,updated_at
236,247,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2100, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 27950}, ""peer_comparison"": {""price_gap"": 17.71, ""sample_size"": 48, ""price_gap_pct"": 0.9, ""room_size_gap"": 0, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
237,248,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1900, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 27750}, ""peer_comparison"": {""price_gap"": -167.44, ""sample_size"": 43, ""price_gap_pct"": -8.1, ""room_size_gap"": 0.09, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
238,249,7,12/5/2026,81,36.02,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3100, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28950}, ""peer_comparison"": {""price_gap"": 500, ""sample_size"": 1, ""price_gap_pct"": 19.2, ""room_size_gap"": 6.25, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
239,250,7,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28050}, ""peer_comparison"": {""price_gap"": -50, ""sample_size"": 8, ""price_gap_pct"": -2.2, ""room_size_gap"": -1.37, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
240,251,7,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28050}, ""peer_comparison"": {""price_gap"": -50, ""sample_size"": 8, ""price_gap_pct"": -2.2, ""room_size_gap"": -1.37, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
241,252,7,12/5/2026,73,38.18,high,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3400, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 29250}, ""peer_comparison"": {""price_gap"": 250, ""sample_size"": 2, ""price_gap_pct"": 7.9, ""room_size_gap"": -0.5, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
242,253,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2000, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 27850}, ""peer_comparison"": {""price_gap"": -261.29, ""sample_size"": 31, ""price_gap_pct"": -11.6, ""room_size_gap"": 2.07, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
243,254,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28050}, ""peer_comparison"": {""price_gap"": 31.45, ""sample_size"": 62, ""price_gap_pct"": 1.5, ""room_size_gap"": 1.08, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
244,255,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2100, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 27950}, ""peer_comparison"": {""price_gap"": -33.33, ""sample_size"": 12, ""price_gap_pct"": -1.6, ""room_size_gap"": -1.05, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
245,256,7,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28050}, ""peer_comparison"": {""price_gap"": -50, ""sample_size"": 8, ""price_gap_pct"": -2.2, ""room_size_gap"": 1.6, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
246,257,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28050}, ""peer_comparison"": {""price_gap"": 31.45, ""sample_size"": 62, ""price_gap_pct"": 1.5, ""room_size_gap"": 1.08, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
247,258,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2100, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 27950}, ""peer_comparison"": {""price_gap"": -33.33, ""sample_size"": 12, ""price_gap_pct"": -1.6, ""room_size_gap"": -1.05, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
248,259,7,12/5/2026,29.63,57.8,low,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""revenue_decline""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 30.7, ""conversion_rate"": 0, ""previous_revenue"": 13903.86, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28050}, ""peer_comparison"": {""price_gap"": -50, ""sample_size"": 8, ""price_gap_pct"": -2.2, ""room_size_gap"": -1.37, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
249,260,7,12/5/2026,63,52.76,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28050}, ""peer_comparison"": {""price_gap"": -83.33, ""sample_size"": 6, ""price_gap_pct"": -3.6, ""room_size_gap"": 2.82, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
250,261,7,12/5/2026,63,40.34,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2300, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 28150}, ""peer_comparison"": {""price_gap"": -66.67, ""sample_size"": 3, ""price_gap_pct"": -2.8, ""room_size_gap"": 2.91, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
251,262,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2000, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 7700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 34850}, ""peer_comparison"": {""price_gap"": -55.56, ""sample_size"": 9, ""price_gap_pct"": -2.7, ""room_size_gap"": -2.23, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
252,263,7,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 33, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2000, ""other_fee"": 150, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 700, ""cleaning_fee"": 22000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 27850}, ""peer_comparison"": {""price_gap"": -186.67, ""sample_size"": 15, ""price_gap_pct"": -8.5, ""room_size_gap"": 2.26, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:34,12/5/2026 10:34,12/5/2026 10:34
